-4.253703478257848758e+01,-1.860453260213294513e+01,-6.947971286534103896e+00,1.945385779285432548e+00,9.743667716817590474e+00,1.997927965331417610e+01,2.681433854824282292e+01,2.387540994700740526e+01,2.602818880456856121e+01,3.246069898422088329e+01,2.528876163599593596e+01,2.674386945654383752e+01
-4.238310114295489939e+01,-1.824644473282474522e+01,-6.589621248695785027e+00,2.303663164455629797e+00,1.010165593005751639e+01,2.033752762220049348e+01,2.716168694011891205e+01,2.421959619865386770e+01,2.637601765717973379e+01,3.280882386870424483e+01,2.563747635810538128e+01,2.709443689832986379e+01
-4.181997883878052846e+01,-1.788887942868095493e+01,-6.230245508460194870e+00,2.667674313760572957e+00,1.045973078744231266e+01,2.069548466934204711e+01,2.750870571280801968e+01,2.457023586771896007e+01,3.156914791601529657e+01,3.315467123441099773e+01,2.599852037256081161e+01,2.744402662296456086e+01
-4.152275819942483537e+01,-1.752997642923834931e+01,-5.872972950915842816e+00,3.024337808276559514e+00,1.081912726766775101e+01,2.104614443561762016e+01,2.785946822232277142e+01,2.491537160872706380e+01,2.707169779334067172e+01,3.350383013324665171e+01,2.633038149119438032e+01,2.778815341513411141e+01
-4.114406128676559149e+01,-1.717325192757606089e+01,-5.523303495420220699e+00,3.375598747542204237e+00,1.117576158209602077e+01,2.141157413099331208e+01,2.820459869984788170e+01,2.526714255645991969e+01,2.741911266316407847e+01,2.894178456370938335e+01,2.667807908036004605e+01,2.813450989783221701e+01
-4.079436342868328325e+01,-1.681523192475063055e+01,-5.156456639636873618e+00,3.735223445275757115e+00,1.153359480480806809e+01,2.176957598721324416e+01,2.855177495894604078e+01,2.560091030527048162e+01,2.776696957157562196e+01,3.419901991717682677e+01,2.702406678850110922e+01,2.848365385819239748e+01
-4.038234292730196273e+01,-1.645737967382786593e+01,-4.797661141384949701e+00,4.093883764064758068e+00,1.189167662521002455e+01,2.212781302668750882e+01,2.889986061585449306e+01,2.596177093615399656e+01,2.811374312312739931e+01,3.454567935519823862e+01,2.737388556169727138e+01,2.883019650507697662e+01
-4.003270305068224388e+01,-1.609946827563184613e+01,-4.440729973790352503e+00,4.451369904457738613e+00,1.224967470999522057e+01,2.248653207252974440e+01,2.924671398425541469e+01,2.631132948525617365e+01,2.845835804978024441e+01,3.489622759178780598e+01,2.772120534309049589e+01,2.918030948913245837e+01
-3.967365909494776588e+01,-1.574178854892402057e+01,-4.083202398200084460e+00,4.808719561646382701e+00,1.260757439019331549e+01,2.284420027950883636e+01,2.959471358627133952e+01,2.665635715466551048e+01,2.880432202369070893e+01,3.033211240105364226e+01,2.806793255347415084e+01,2.952967729041627720e+01
-3.932799392604071187e+01,-1.537849673827136954e+01,-3.724355022192876064e+00,5.170001133481441968e+00,1.296561550989628664e+01,2.320211864552987890e+01,2.994231575080302932e+01,2.700317528032331182e+01,2.915246037338301832e+01,3.558933572749810281e+01,2.841624656720756548e+01,2.987344577061628570e+01
-3.901730066844240952e+01,-1.502413915190347637e+01,-3.366392846028070096e+00,5.524984424499807645e+00,1.332360117760245188e+01,2.355984771521174181e+01,3.029922948326068877e+01,2.735075061863260970e+01,3.435025215333952531e+01,3.102879769241530283e+01,2.876525025044702844e+01,3.022297702125014496e+01
-3.860107630088370456e+01,-1.466710796396865391e+01,-3.008753292407899238e+00,5.882787296054910797e+00,1.368137866192792451e+01,2.391848472441228779e+01,3.063737143695110632e+01,2.769671614671333160e+01,2.985951847231554979e+01,3.628397473564854181e+01,2.911135305429497322e+01,3.057850106345515684e+01
